temperature,pH,salinity,turbidity,water_type,species
26.45,7.45,0.88,29.8,Freshwater,Catfish
27.39,7.53,20.01,29.75,High Salinity,Tiger Shrimp
26.73,7.66,20.87,47.12,High Salinity,Tiger Shrimp
28.79,7.68,1.07,21.38,Freshwater,Tilapia
29.32,8.11,17.24,27.81,High Salinity,Whiteleg Shrimp
27.28,8.32,24.88,32.09,High Salinity,Milkfish
29.78,7.5,28.34,34.19,High Salinity,Milkfish
28.76,8.05,19.48,32.99,High Salinity,Whiteleg Shrimp
28.94,8.4,17.2,57.22,High Salinity,Tiger Shrimp
27.62,7.37,4.79,25.79,Freshwater,Tilapia
30.15,7.97,4.23,36.33,Freshwater,Catfish
28.53,7.41,18.25,50.85,High Salinity,Tiger Shrimp
31.41,7.66,24.01,37.81,High Salinity,Milkfish
28.77,7.95,24.81,37.92,High Salinity,Tiger Shrimp
30.33,7.92,6.26,34.16,Brackish,Catfish
28.79,7.2,11.12,41.8,Brackish,Milkfish
25.16,6.9,2.69,27.86,Freshwater,Tilapia
28.59,7.33,24.29,45.44,High Salinity,Milkfish
28.52,7.98,17.73,52.93,High Salinity,Tiger Shrimp
28.14,8.24,3.09,21.95,Freshwater,Tilapia
26.64,7.41,2.08,20.51,Freshwater,Catfish
23.38,7.64,4.48,20.46,Freshwater,Tilapia
32.07,7.85,3.63,27.11,Freshwater,Catfish
28.1,7.69,28.77,38.04,High Salinity,Tiger Shrimp
24.64,6.81,6.97,30.08,Brackish,Catfish
27.89,8.01,28.98,28.8,High Salinity,Tiger Shrimp
25.0,7.25,2.84,21.65,Freshwater,Tilapia
28.77,7.57,6.5,22.25,Brackish,Catfish
26.73,7.45,8.26,29.49,Brackish,Milkfish
26.74,6.74,2.35,33.33,Freshwater,Catfish
29.39,8.35,25.89,47.13,High Salinity,Tiger Shrimp
27.77,7.18,0.0,41.49,Freshwater,Catfish
29.41,7.39,5.13,18.88,Brackish,Catfish
28.61,7.67,28.35,48.63,High Salinity,Tiger Shrimp
28.03,6.76,1.45,16.07,Freshwater,Tilapia
30.6,7.46,22.22,38.28,High Salinity,Milkfish
28.55,7.44,25.64,33.21,High Salinity,Tiger Shrimp
30.33,6.72,1.7,19.46,Freshwater,Catfish
29.92,7.92,4.82,43.1,Freshwater,Catfish
28.91,7.73,5.17,38.41,Brackish,Catfish
30.5,8.37,15.81,30.97,High Salinity,Whiteleg Shrimp
26.37,7.27,3.7,10.55,Freshwater,Tilapia
30.72,7.74,25.38,50.77,High Salinity,Tiger Shrimp
30.19,7.77,26.29,34.43,High Salinity,Tiger Shrimp
30.05,8.13,24.09,33.25,High Salinity,Tiger Shrimp
27.64,7.8,21.71,53.44,High Salinity,Tiger Shrimp
30.42,7.83,18.08,32.47,High Salinity,Tiger Shrimp
28.13,6.63,7.4,22.61,Brackish,Catfish
31.17,7.63,21.3,35.09,High Salinity,Tiger Shrimp
30.94,7.75,2.2,27.48,Freshwater,Catfish
30.99,8.21,20.73,50.78,High Salinity,Whiteleg Shrimp
28.47,8.14,22.87,32.42,High Salinity,Tiger Shrimp
27.08,8.12,17.84,30.07,High Salinity,Tiger Shrimp
30.41,7.95,16.24,24.17,High Salinity,Whiteleg Shrimp
29.67,7.41,0.17,16.24,Freshwater,Catfish
28.51,8.03,30.47,33.33,High Salinity,Milkfish
28.57,7.27,1.83,17.1,Freshwater,Tilapia
26.29,7.79,20.99,38.49,High Salinity,Tiger Shrimp
27.33,7.63,2.18,24.1,Freshwater,Tilapia
30.67,7.69,21.88,24.51,High Salinity,Whiteleg Shrimp
30.03,8.12,25.96,38.91,High Salinity,Whiteleg Shrimp
28.17,7.85,1.4,15.83,Freshwater,Catfish
29.67,7.63,30.22,43.88,High Salinity,Milkfish
27.52,7.34,2.16,23.36,Freshwater,Tilapia
30.82,8.26,20.58,38.44,High Salinity,Whiteleg Shrimp
29.63,8.05,26.49,45.83,High Salinity,Tiger Shrimp
29.43,7.26,1.5,15.87,Freshwater,Tilapia
31.81,7.09,20.3,40.89,High Salinity,Milkfish
29.52,6.57,2.83,22.71,Freshwater,Tilapia
27.4,7.45,28.44,33.64,High Salinity,Milkfish
28.68,7.66,22.9,53.88,High Salinity,Tiger Shrimp
26.28,7.94,5.31,19.25,Brackish,Tilapia
27.8,8.13,26.48,41.89,High Salinity,Milkfish
28.42,8.71,21.79,47.89,High Salinity,Tiger Shrimp
26.92,7.95,25.47,25.11,High Salinity,Milkfish
25.24,8.24,2.37,8.77,Freshwater,Tilapia
29.62,6.76,5.08,18.86,Brackish,Catfish
29.81,7.29,22.37,24.71,High Salinity,Milkfish
28.73,7.64,23.49,42.28,High Salinity,Whiteleg Shrimp
26.81,7.86,7.59,23.5,Brackish,Catfish
28.97,7.9,21.73,21.45,High Salinity,Milkfish
28.56,6.42,0.0,20.82,Freshwater,Tilapia
31.13,7.79,15.0,50.43,Brackish,Whiteleg Shrimp
29.25,8.11,0.0,22.56,Freshwater,Tilapia
27.12,7.37,0.29,12.94,Freshwater,Tilapia
30.77,8.71,22.77,33.96,High Salinity,Whiteleg Shrimp
26.89,6.59,4.91,7.31,Freshwater,Tilapia
29.01,7.85,29.98,37.77,High Salinity,Milkfish
31.51,8.65,22.6,39.85,High Salinity,Whiteleg Shrimp
25.59,7.92,16.79,34.14,High Salinity,Milkfish
28.58,8.28,23.34,35.1,High Salinity,Whiteleg Shrimp
30.89,7.9,22.72,31.44,High Salinity,Milkfish
29.37,7.8,5.99,36.57,Brackish,Catfish
26.18,7.81,4.41,13.81,Freshwater,Tilapia
28.34,6.78,7.93,35.27,Brackish,Catfish
30.71,7.26,4.42,41.29,Freshwater,Catfish
30.64,7.87,26.37,25.98,High Salinity,Tiger Shrimp
27.04,7.18,1.1,40.06,Freshwater,Catfish
28.93,7.57,1.64,13.91,Freshwater,Tilapia
31.48,7.51,20.96,35.53,High Salinity,Milkfish
29.97,7.82,17.9,47.03,High Salinity,Tiger Shrimp
28.28,8.3,11.44,25.95,Brackish,Milkfish
26.57,7.93,2.93,21.52,Freshwater,Tilapia
29.75,8.07,5.22,19.14,Brackish,Catfish
29.27,8.06,19.63,41.53,High Salinity,Milkfish
29.35,8.08,22.49,51.31,High Salinity,Tiger Shrimp
28.66,8.21,20.97,31.72,High Salinity,Tiger Shrimp
24.45,7.32,0.0,22.57,Freshwater,Tilapia
30.57,7.64,15.67,23.09,High Salinity,Whiteleg Shrimp
30.73,8.2,12.33,23.61,Brackish,Milkfish
30.42,7.74,23.54,45.51,High Salinity,Tiger Shrimp
28.67,6.67,1.6,29.16,Freshwater,Tilapia
30.4,8.01,30.52,32.76,High Salinity,Milkfish
31.01,8.2,34.86,20.66,High Salinity,Milkfish
31.18,7.35,5.43,18.82,Brackish,Catfish
29.43,7.87,21.34,33.73,High Salinity,Milkfish
23.82,7.53,2.89,15.85,Freshwater,Tilapia
29.44,6.82,4.28,39.62,Freshwater,Catfish
29.76,8.22,23.71,42.42,High Salinity,Tiger Shrimp
24.94,7.3,4.14,24.91,Freshwater,Tilapia
28.3,7.87,3.04,17.74,Freshwater,Tilapia
24.23,7.5,5.19,23.42,Brackish,Tilapia
27.69,7.19,1.96,38.61,Freshwater,Catfish
27.92,8.23,10.01,31.24,Brackish,Milkfish
29.17,8.12,20.81,55.27,High Salinity,Tiger Shrimp
26.56,7.51,26.72,35.9,High Salinity,Milkfish
30.67,8.41,24.33,40.43,High Salinity,Tiger Shrimp
30.14,8.17,14.35,29.76,Brackish,Milkfish
28.06,8.42,25.08,41.87,High Salinity,Tiger Shrimp
30.83,7.43,0.0,33.56,Freshwater,Catfish
27.54,8.0,17.67,52.44,High Salinity,Tiger Shrimp
30.8,7.47,7.19,12.43,Brackish,Catfish
27.1,7.57,23.43,29.18,High Salinity,Milkfish
31.22,7.96,27.07,51.01,High Salinity,Tiger Shrimp
28.91,6.6,3.03,20.73,Freshwater,Tilapia
26.11,6.95,4.65,31.7,Freshwater,Catfish
27.87,7.62,20.45,31.27,High Salinity,Whiteleg Shrimp
27.68,7.91,2.42,15.26,Freshwater,Catfish
29.13,7.41,29.11,30.31,High Salinity,Milkfish
28.76,7.62,1.55,23.73,Freshwater,Tilapia
27.54,8.02,24.2,41.58,High Salinity,Tiger Shrimp
27.65,7.86,6.87,22.38,Brackish,Catfish
30.18,7.42,17.44,28.58,High Salinity,Milkfish
26.15,6.51,9.21,28.55,Brackish,Catfish
28.77,7.87,31.89,37.08,High Salinity,Milkfish
27.58,7.82,7.46,19.69,Brackish,Catfish
23.75,7.23,3.97,17.51,Freshwater,Tilapia
30.48,6.75,5.64,23.94,Brackish,Catfish
27.97,8.46,10.82,22.76,Brackish,Milkfish
25.32,7.53,2.66,10.06,Freshwater,Tilapia
26.3,6.54,4.23,12.94,Freshwater,Catfish
30.12,7.24,13.92,30.95,Brackish,Milkfish
26.41,7.69,6.8,35.74,Brackish,Catfish
30.49,6.57,3.7,16.34,Freshwater,Tilapia
31.64,8.52,16.88,42.86,High Salinity,Tiger Shrimp
32.5,8.16,20.26,37.17,High Salinity,Milkfish
30.43,6.41,5.62,20.19,Brackish,Catfish
27.35,6.78,2.36,12.72,Freshwater,Tilapia
29.61,7.65,18.0,43.33,High Salinity,Tiger Shrimp
26.43,8.29,29.87,44.3,High Salinity,Tiger Shrimp
30.79,8.27,16.6,30.0,High Salinity,Tiger Shrimp
28.71,7.86,25.53,44.42,High Salinity,Whiteleg Shrimp
29.94,8.65,24.29,23.88,High Salinity,Whiteleg Shrimp
30.19,8.05,17.1,29.72,High Salinity,Whiteleg Shrimp
31.4,6.89,7.66,42.22,Brackish,Catfish
28.03,8.23,5.59,10.35,Brackish,Tilapia
29.96,7.67,2.55,15.2,Freshwater,Tilapia
30.44,7.14,0.43,25.28,Freshwater,Catfish
29.57,7.61,23.34,22.34,High Salinity,Milkfish
27.91,7.96,16.52,52.23,High Salinity,Tiger Shrimp
29.52,8.08,15.05,26.22,High Salinity,Milkfish
26.65,7.45,5.5,12.79,Brackish,Tilapia
30.01,7.41,18.64,35.02,High Salinity,Whiteleg Shrimp
26.97,7.68,0.0,8.49,Freshwater,Tilapia
26.51,7.72,4.15,17.13,Freshwater,Tilapia
31.01,8.13,24.83,22.46,High Salinity,Tiger Shrimp
30.58,7.52,18.83,37.43,High Salinity,Tiger Shrimp
26.93,7.19,2.05,24.06,Freshwater,Catfish
25.33,8.28,0.0,10.9,Freshwater,Tilapia
29.98,7.84,26.24,35.14,High Salinity,Tiger Shrimp
30.49,7.5,32.57,38.28,High Salinity,Milkfish
23.41,7.12,0.0,11.62,Freshwater,Tilapia
28.49,7.99,19.1,17.0,High Salinity,Whiteleg Shrimp
31.5,7.8,18.58,37.64,High Salinity,Tiger Shrimp
29.1,7.93,24.94,29.36,High Salinity,Tiger Shrimp
31.81,7.37,22.02,22.2,High Salinity,Whiteleg Shrimp
26.65,8.7,30.22,24.0,High Salinity,Milkfish
25.35,7.36,0.03,25.27,Freshwater,Tilapia
31.54,7.31,19.27,40.61,High Salinity,Whiteleg Shrimp
30.44,7.03,1.72,31.83,Freshwater,Tilapia
31.61,7.75,22.08,35.27,High Salinity,Whiteleg Shrimp
32.28,8.25,23.13,43.24,High Salinity,Whiteleg Shrimp
29.02,7.87,20.91,29.45,High Salinity,Whiteleg Shrimp
30.89,8.04,22.09,29.48,High Salinity,Whiteleg Shrimp
29.54,7.34,23.21,23.84,High Salinity,Milkfish
29.19,7.98,4.68,14.18,Freshwater,Tilapia
29.13,7.34,4.79,22.34,Freshwater,Catfish
25.97,6.88,1.97,17.53,Freshwater,Tilapia
26.86,7.65,23.86,41.3,High Salinity,Milkfish
29.82,7.24,0.84,12.19,Freshwater,Tilapia
30.06,6.75,6.72,37.83,Brackish,Catfish
28.24,8.02,22.86,36.82,High Salinity,Tiger Shrimp
27.66,6.77,0.0,10.19,Freshwater,Tilapia
29.88,7.36,1.57,18.61,Freshwater,Catfish
29.33,6.74,5.07,18.29,Brackish,Tilapia
26.92,7.17,9.63,33.97,Brackish,Catfish
29.86,6.55,7.46,42.06,Brackish,Catfish
29.37,7.15,6.38,15.11,Brackish,Tilapia
28.81,8.0,0.0,14.01,Freshwater,Tilapia
29.35,8.49,29.12,40.55,High Salinity,Tiger Shrimp
27.63,8.33,22.19,26.57,High Salinity,Tiger Shrimp
27.61,6.91,1.84,20.51,Freshwater,Tilapia
26.77,7.56,16.92,25.48,High Salinity,Tiger Shrimp
26.08,6.93,6.62,24.53,Brackish,Tilapia
29.68,8.29,4.92,18.84,Freshwater,Tilapia
27.54,8.3,23.43,45.49,High Salinity,Whiteleg Shrimp
26.24,7.25,5.26,16.27,Brackish,Tilapia
26.56,7.47,4.06,22.2,Freshwater,Tilapia
26.95,8.48,0.16,22.54,Freshwater,Tilapia
31.47,6.24,1.68,32.87,Freshwater,Catfish
29.33,7.12,5.48,37.52,Brackish,Catfish
28.21,7.72,14.29,26.5,Brackish,Milkfish
26.82,7.32,25.06,26.28,High Salinity,Milkfish
29.43,8.2,23.05,49.95,High Salinity,Tiger Shrimp
25.29,6.52,5.17,20.17,Brackish,Catfish
24.87,6.82,5.02,24.09,Brackish,Tilapia
28.9,7.78,17.52,24.48,High Salinity,Whiteleg Shrimp
29.07,7.33,1.36,28.59,Freshwater,Catfish
29.23,8.42,18.75,40.19,High Salinity,Milkfish
30.24,7.77,20.2,28.2,High Salinity,Tiger Shrimp
28.47,7.35,23.64,21.68,High Salinity,Whiteleg Shrimp
31.06,7.42,19.24,36.49,High Salinity,Whiteleg Shrimp
29.44,8.21,21.37,41.02,High Salinity,Tiger Shrimp
30.02,8.27,15.9,31.98,High Salinity,Whiteleg Shrimp
28.55,6.88,0.0,17.22,Freshwater,Tilapia
28.17,7.47,22.59,46.72,High Salinity,Tiger Shrimp
26.95,8.56,25.64,34.09,High Salinity,Milkfish
28.41,7.89,18.89,36.07,High Salinity,Tiger Shrimp
25.32,7.5,0.0,31.17,Freshwater,Catfish
27.7,7.5,2.7,12.03,Freshwater,Catfish
30.51,8.58,32.36,29.02,High Salinity,Milkfish
30.76,8.47,18.71,47.5,High Salinity,Whiteleg Shrimp
27.6,7.66,2.42,19.74,Freshwater,Tilapia
29.83,8.03,24.01,22.35,High Salinity,Whiteleg Shrimp
32.95,7.34,18.43,32.6,High Salinity,Milkfish
26.36,8.29,9.75,25.29,Brackish,Milkfish
28.91,8.31,23.42,25.45,High Salinity,Whiteleg Shrimp
29.36,7.59,21.2,25.84,High Salinity,Whiteleg Shrimp
29.68,8.21,17.13,30.45,High Salinity,Whiteleg Shrimp
28.97,7.91,23.81,39.84,High Salinity,Milkfish
25.38,7.56,4.08,20.78,Freshwater,Catfish
26.88,7.36,1.88,22.17,Freshwater,Tilapia
25.49,8.55,26.23,40.49,High Salinity,Milkfish
28.57,7.76,14.65,37.04,Brackish,Tiger Shrimp
30.93,8.26,17.74,24.89,High Salinity,Whiteleg Shrimp
29.31,8.0,19.8,36.38,High Salinity,Whiteleg Shrimp
28.26,7.63,26.95,45.9,High Salinity,Tiger Shrimp
28.31,7.77,18.65,50.2,High Salinity,Whiteleg Shrimp
27.71,7.15,8.31,32.35,Brackish,Catfish
27.93,7.79,19.39,40.42,High Salinity,Tiger Shrimp
30.06,7.4,30.43,38.37,High Salinity,Milkfish
26.89,8.26,23.98,22.63,High Salinity,Milkfish
31.03,7.97,5.16,29.46,Brackish,Catfish
27.51,7.29,14.89,26.95,Brackish,Milkfish
28.57,7.83,19.12,44.12,High Salinity,Whiteleg Shrimp
27.84,7.74,15.97,53.31,High Salinity,Tiger Shrimp
27.92,8.39,23.66,37.5,High Salinity,Whiteleg Shrimp
26.63,7.24,2.55,21.22,Freshwater,Tilapia
31.6,8.07,15.61,38.58,High Salinity,Milkfish
30.45,7.29,16.16,35.42,High Salinity,Milkfish
30.66,8.46,18.43,21.53,High Salinity,Whiteleg Shrimp
28.36,7.43,0.19,29.78,Freshwater,Tilapia
30.65,6.76,10.47,33.95,Brackish,Milkfish
30.18,8.02,22.37,56.5,High Salinity,Tiger Shrimp
29.48,8.21,21.26,19.41,High Salinity,Whiteleg Shrimp
27.52,7.46,15.35,37.02,High Salinity,Milkfish
30.34,8.05,18.01,39.62,High Salinity,Whiteleg Shrimp
30.58,8.35,17.81,27.72,High Salinity,Whiteleg Shrimp
25.65,7.3,0.0,17.48,Freshwater,Tilapia
28.76,8.2,25.34,22.81,High Salinity,Whiteleg Shrimp
25.04,7.32,5.18,13.66,Brackish,Tilapia
27.01,8.27,15.9,21.54,High Salinity,Milkfish
28.69,8.5,16.55,38.94,High Salinity,Whiteleg Shrimp
29.19,8.08,22.41,51.72,High Salinity,Tiger Shrimp
32.11,8.1,17.95,25.61,High Salinity,Whiteleg Shrimp
30.12,7.98,26.21,50.81,High Salinity,Tiger Shrimp
26.5,7.51,6.79,15.53,Brackish,Catfish
28.66,7.38,3.31,19.46,Freshwater,Catfish
29.49,8.38,20.34,32.23,High Salinity,Milkfish
29.01,7.94,26.19,47.09,High Salinity,Tiger Shrimp
29.5,8.22,4.69,18.38,Freshwater,Tilapia
24.05,8.35,1.38,13.55,Freshwater,Tilapia
26.23,6.92,34.95,45.09,High Salinity,Milkfish
31.44,8.59,19.58,36.78,High Salinity,Whiteleg Shrimp
30.85,6.61,3.53,24.91,Freshwater,Catfish
27.51,8.33,1.97,25.5,Freshwater,Tilapia
29.61,7.63,4.92,32.6,Freshwater,Catfish
28.34,8.32,18.26,19.45,High Salinity,Whiteleg Shrimp
26.19,8.25,0.91,25.59,Freshwater,Tilapia
32.39,7.92,19.98,24.46,High Salinity,Whiteleg Shrimp
28.25,8.03,28.65,44.89,High Salinity,Tiger Shrimp
29.82,8.15,14.58,32.76,Brackish,Tiger Shrimp
24.69,7.32,6.42,41.23,Brackish,Catfish
26.78,7.75,18.31,22.14,High Salinity,Tiger Shrimp
29.49,7.29,14.68,39.33,Brackish,Tiger Shrimp
29.66,6.67,4.11,22.75,Freshwater,Catfish
28.97,8.13,2.49,23.02,Freshwater,Catfish
28.46,7.69,4.91,13.6,Freshwater,Tilapia
28.08,8.12,22.17,39.26,High Salinity,Whiteleg Shrimp
27.23,7.69,4.38,40.21,Freshwater,Catfish
29.89,8.08,18.59,40.65,High Salinity,Tiger Shrimp
29.7,8.07,24.08,36.64,High Salinity,Tiger Shrimp
30.08,7.98,29.67,51.46,High Salinity,Tiger Shrimp
28.88,7.31,28.79,41.48,High Salinity,Tiger Shrimp
27.78,7.94,17.49,50.17,High Salinity,Tiger Shrimp
27.07,7.65,9.48,40.02,Brackish,Catfish
26.73,7.57,23.4,37.05,High Salinity,Milkfish
30.68,8.16,24.17,23.07,High Salinity,Whiteleg Shrimp
26.69,6.58,1.34,32.0,Freshwater,Tilapia
27.71,8.7,22.42,24.13,High Salinity,Tiger Shrimp
29.8,7.14,25.83,34.46,High Salinity,Milkfish
30.72,8.26,29.57,50.2,High Salinity,Tiger Shrimp
27.88,8.13,20.65,23.9,High Salinity,Tiger Shrimp
27.81,8.27,24.04,25.21,High Salinity,Tiger Shrimp
28.94,7.83,4.66,18.94,Freshwater,Catfish
27.06,8.17,30.6,41.46,High Salinity,Tiger Shrimp
26.34,6.82,2.36,29.42,Freshwater,Catfish
28.67,7.25,21.72,34.64,High Salinity,Tiger Shrimp
30.18,7.89,22.64,54.23,High Salinity,Whiteleg Shrimp
25.97,7.51,35.62,28.89,High Salinity,Milkfish
30.48,7.74,2.24,28.66,Freshwater,Catfish
31.81,8.13,24.95,48.74,High Salinity,Tiger Shrimp
31.29,7.11,24.7,28.46,High Salinity,Milkfish
29.79,7.55,0.45,28.05,Freshwater,Tilapia
30.41,7.04,0.48,15.85,Freshwater,Catfish
27.44,8.17,0.63,15.0,Freshwater,Tilapia
27.15,7.85,7.81,21.37,Brackish,Catfish
32.11,7.66,17.89,33.33,High Salinity,Milkfish
28.38,6.93,1.96,22.93,Freshwater,Catfish
29.45,8.25,19.53,26.39,High Salinity,Whiteleg Shrimp
29.7,7.46,5.7,14.04,Brackish,Tilapia
31.28,7.9,16.05,34.1,High Salinity,Whiteleg Shrimp
31.13,6.75,2.17,12.0,Freshwater,Catfish
31.2,8.54,23.96,47.9,High Salinity,Tiger Shrimp
30.97,8.18,22.17,36.44,High Salinity,Whiteleg Shrimp
31.63,7.4,13.56,36.49,Brackish,Milkfish
29.3,7.95,28.8,44.42,High Salinity,Tiger Shrimp
29.22,8.39,19.19,27.22,High Salinity,Whiteleg Shrimp
25.68,7.47,34.7,36.47,High Salinity,Milkfish
32.14,7.92,18.17,34.41,High Salinity,Whiteleg Shrimp
31.47,7.99,24.88,50.56,High Salinity,Whiteleg Shrimp
31.17,7.34,24.2,41.16,High Salinity,Milkfish
31.64,7.86,34.23,38.24,High Salinity,Milkfish
28.83,8.18,21.99,28.98,High Salinity,Whiteleg Shrimp
26.95,7.87,2.36,17.62,Freshwater,Tilapia
25.56,8.48,28.81,39.6,High Salinity,Milkfish
29.45,7.97,29.86,27.07,High Salinity,Tiger Shrimp
28.14,8.1,26.16,34.53,High Salinity,Whiteleg Shrimp
28.85,8.15,18.11,55.08,High Salinity,Tiger Shrimp
31.52,7.74,18.16,26.48,High Salinity,Whiteleg Shrimp
30.89,8.14,16.72,45.54,High Salinity,Whiteleg Shrimp
27.18,7.78,5.33,23.95,Brackish,Catfish
30.73,8.03,15.41,49.65,High Salinity,Tiger Shrimp
30.75,7.94,15.84,24.72,High Salinity,Milkfish
28.09,7.9,20.6,26.83,High Salinity,Whiteleg Shrimp
28.48,8.44,18.77,56.27,High Salinity,Tiger Shrimp
28.6,7.33,4.68,25.56,Freshwater,Catfish
28.93,7.57,7.27,41.98,Brackish,Catfish
27.23,7.0,8.08,13.82,Brackish,Catfish
29.81,8.38,26.98,53.94,High Salinity,Tiger Shrimp
31.8,7.74,10.11,27.57,Brackish,Milkfish
25.48,7.84,7.51,38.09,Brackish,Catfish
28.88,8.13,15.92,45.54,High Salinity,Whiteleg Shrimp
31.16,8.13,20.02,45.39,High Salinity,Whiteleg Shrimp
28.56,6.89,2.12,18.73,Freshwater,Tilapia
24.08,6.99,4.16,29.81,Freshwater,Tilapia
27.54,8.47,23.71,29.46,High Salinity,Milkfish
24.71,6.58,3.21,21.81,Freshwater,Catfish
24.59,6.48,5.98,20.69,Brackish,Tilapia
30.22,8.08,19.03,31.56,High Salinity,Tiger Shrimp
26.06,7.8,2.7,28.43,Freshwater,Tilapia
30.42,7.78,17.16,35.78,High Salinity,Whiteleg Shrimp
28.18,8.48,18.63,43.51,High Salinity,Tiger Shrimp
28.11,7.61,5.69,22.56,Brackish,Tilapia
27.4,6.78,4.32,25.38,Freshwater,Catfish
30.42,8.41,27.71,36.12,High Salinity,Tiger Shrimp
30.98,8.4,20.02,36.24,High Salinity,Tiger Shrimp
29.52,7.55,1.31,18.4,Freshwater,Tilapia
27.07,7.47,0.0,25.57,Freshwater,Tilapia
31.78,7.5,22.71,44.23,High Salinity,Whiteleg Shrimp
27.86,7.64,15.15,22.05,High Salinity,Milkfish
29.8,8.31,28.28,36.38,High Salinity,Tiger Shrimp
29.81,8.17,23.72,24.21,High Salinity,Tiger Shrimp
31.18,7.72,5.63,25.96,Brackish,Catfish
28.43,8.27,26.78,37.2,High Salinity,Tiger Shrimp
28.45,6.72,5.43,15.39,Brackish,Catfish
26.75,7.25,0.0,18.58,Freshwater,Tilapia
29.15,7.92,19.65,46.25,High Salinity,Tiger Shrimp
26.92,7.5,18.09,46.62,High Salinity,Tiger Shrimp
30.65,8.09,16.96,31.32,High Salinity,Whiteleg Shrimp
27.05,7.47,25.61,56.3,High Salinity,Tiger Shrimp
26.41,7.21,2.29,16.34,Freshwater,Tilapia
30.76,7.56,14.83,34.86,Brackish,Whiteleg Shrimp
28.09,7.9,16.67,52.73,High Salinity,Tiger Shrimp
28.71,7.59,4.22,24.35,Freshwater,Catfish
25.45,7.91,29.34,36.09,High Salinity,Milkfish
28.93,7.82,19.69,44.87,High Salinity,Tiger Shrimp
28.37,8.39,3.1,14.51,Freshwater,Tilapia
29.49,6.63,2.72,23.77,Freshwater,Catfish
30.83,7.72,15.51,41.53,High Salinity,Tiger Shrimp
28.64,8.77,23.1,49.24,High Salinity,Tiger Shrimp
27.52,7.94,28.31,33.55,High Salinity,Milkfish
28.9,7.75,14.46,40.75,Brackish,Whiteleg Shrimp
31.36,7.79,16.09,23.35,High Salinity,Whiteleg Shrimp
29.45,7.79,24.1,19.39,High Salinity,Whiteleg Shrimp
28.51,6.62,1.2,38.7,Freshwater,Catfish
27.5,7.62,32.71,37.61,High Salinity,Milkfish
25.78,7.31,8.96,35.92,Brackish,Catfish
28.42,7.27,1.07,26.66,Freshwater,Tilapia
25.26,6.77,1.04,7.93,Freshwater,Tilapia
24.37,8.02,2.87,17.18,Freshwater,Tilapia
26.0,7.14,3.99,29.94,Freshwater,Tilapia
29.09,7.4,2.35,24.72,Freshwater,Tilapia
29.72,7.67,23.25,24.62,High Salinity,Whiteleg Shrimp
25.16,6.97,0.86,40.5,Freshwater,Catfish
28.83,7.84,18.0,36.42,High Salinity,Whiteleg Shrimp
27.39,8.3,0.14,8.62,Freshwater,Tilapia
29.15,7.06,1.21,26.25,Freshwater,Catfish
28.15,7.5,0.26,19.74,Freshwater,Tilapia
29.76,6.89,3.26,23.59,Freshwater,Catfish
30.58,7.86,18.38,27.29,High Salinity,Whiteleg Shrimp
24.84,7.56,4.17,32.28,Freshwater,Tilapia
27.68,7.74,22.03,47.98,High Salinity,Whiteleg Shrimp
29.63,8.28,21.86,33.63,High Salinity,Whiteleg Shrimp
30.61,7.82,18.25,33.17,High Salinity,Tiger Shrimp
26.24,8.05,34.86,45.17,High Salinity,Milkfish
29.94,7.61,20.21,37.03,High Salinity,Tiger Shrimp
29.9,7.43,6.1,30.27,Brackish,Catfish
25.06,7.04,3.64,29.12,Freshwater,Catfish
29.08,7.93,4.08,10.27,Freshwater,Tilapia
28.28,6.49,3.42,25.6,Freshwater,Tilapia
29.97,7.95,19.5,26.82,High Salinity,Whiteleg Shrimp
32.1,8.39,18.43,49.48,High Salinity,Whiteleg Shrimp
27.36,6.96,2.34,13.35,Freshwater,Tilapia
30.14,7.69,6.49,28.59,Brackish,Catfish
30.8,7.91,29.35,42.32,High Salinity,Tiger Shrimp
29.57,7.61,21.01,25.12,High Salinity,Whiteleg Shrimp
29.88,7.88,29.86,39.14,High Salinity,Milkfish
29.77,8.47,3.03,7.8,Freshwater,Tilapia
29.23,7.3,17.29,27.97,High Salinity,Tiger Shrimp
25.97,7.97,16.88,27.38,High Salinity,Milkfish
29.57,8.28,17.05,45.33,High Salinity,Whiteleg Shrimp
28.73,8.19,14.72,45.43,Brackish,Whiteleg Shrimp
30.03,8.42,22.39,23.21,High Salinity,Whiteleg Shrimp
29.17,8.22,1.89,12.92,Freshwater,Tilapia
29.28,7.88,3.89,15.31,Freshwater,Tilapia
29.03,7.47,5.75,22.58,Brackish,Tilapia
27.5,7.43,4.29,31.57,Freshwater,Tilapia
28.17,8.72,12.94,35.81,Brackish,Milkfish
27.98,7.77,20.76,39.09,High Salinity,Whiteleg Shrimp
30.32,7.3,28.61,30.95,High Salinity,Milkfish
26.15,8.73,2.84,23.09,Freshwater,Tilapia
28.27,7.94,15.28,34.16,High Salinity,Whiteleg Shrimp
24.56,7.56,2.81,12.78,Freshwater,Tilapia
28.92,8.73,29.26,33.2,High Salinity,Tiger Shrimp
26.53,6.71,3.17,26.92,Freshwater,Catfish
24.06,7.28,0.0,14.9,Freshwater,Tilapia
25.7,8.63,0.0,14.98,Freshwater,Tilapia
25.66,8.01,5.3,22.75,Brackish,Tilapia
30.25,7.95,14.99,49.94,Brackish,Whiteleg Shrimp
29.24,7.93,2.37,16.75,Freshwater,Tilapia
